f33dfa25aa16a97ca941fe1d9cabdc3689179f3f,DELETE,regular-file,simulacao/models/EASy/Copter/logs/LASTLOG.TXT,3,
0027c67b016f7b6116bb799184a0eb9e732d1684,DELETE,regular-file,simulacao/models/T30/Copter/logs/LASTLOG.TXT,4,
