x[m];y[m];operacao;area.total[m2];area.mato[m2];ang.abs[deg];ang.proa[deg];dist[m];rtl[m]
211.43;211.57;p;7.30;0.37;-39.99;0.00;6.74;299.11
216.60;215.90;y;0.21;0.18;-39.99;-68.45;0.00;305.82
216.60;215.90;p;2.08;0.50;-108.43;0.00;1.90;305.82
216.00;217.70;y;0.22;0.09;-108.43;57.96;0.00;306.67
216.00;217.70;p;5.59;0.14;-50.48;0.00;5.19;306.67
219.30;221.70;p;5.59;0.02;-50.48;0.00;5.19;311.84
222.60;225.70;y;0.28;0.03;-50.48;-106.17;0.00;317.00
222.60;225.70;p;5.07;0.30;-156.64;0.00;4.79;317.00
218.20;227.60;y;0.21;0.10;-156.64;-79.17;0.00;315.30
218.20;227.60;p;7.20;0.13;124.19;0.00;6.41;315.30
214.60;222.30;y;0.21;0.00;124.19;-54.17;0.00;308.98
214.60;222.30;p;3.76;0.19;70.02;0.00;3.51;308.98
215.80;219.00;y;0.19;0.04;70.02;64.98;0.00;307.46
215.80;219.00;p;1.58;0.83;135.00;0.00;1.41;307.46
214.80;218.00;y;0.38;0.33;135.00;121.76;0.00;306.04
214.80;218.00;p;1.92;0.58;-103.24;0.00;1.75;306.04
214.40;219.70;y;0.26;0.21;-103.24;-84.89;0.00;306.98
214.40;219.70;p;5.07;0.28;171.87;0.00;4.95;306.98
209.50;219.00;y;0.12;0.01;171.87;20.93;0.00;303.07
209.50;219.00;p;4.80;0.31;-167.20;0.00;4.51;303.07
205.10;220.00;y;0.22;0.14;-167.20;-78.58;0.00;300.78
205.10;220.00;p;2.55;0.15;114.23;0.00;2.19;300.78
204.20;218.00;y;0.26;0.02;114.23;72.68;0.00;298.70
204.20;218.00;p;3.44;0.32;-173.09;0.00;3.32;298.70
200.90;218.40;y;0.31;0.09;-173.09;94.86;0.00;296.75
200.90;218.40;p;2.65;0.14;-78.23;0.00;2.45;296.75
201.40;220.80;y;0.43;0.07;-78.23;168.23;0.00;298.86
201.40;220.80;p;1.21;0.47;90.00;0.00;1.00;298.86
201.40;221.80;y;0.48;0.00;90.00;173.42;0.00;299.60
201.40;221.80;p;8.02;0.71;-96.58;0.00;7.85;299.60
200.50;229.60;y;0.35;0.10;-96.58;114.59;0.00;304.82
200.50;229.60;p;4.49;0.19;18.00;0.00;4.21;304.82
204.50;228.30;y;0.35;0.11;18.00;-122.04;0.00;306.50
204.50;228.30;p;1.42;0.18;-104.04;0.00;1.24;306.50
204.20;229.50;y;0.09;0.03;-104.04;18.80;0.00;307.19
204.20;229.50;p;7.10;0.11;-85.24;0.00;6.62;307.19
204.75;236.10;p;7.08;0.52;-85.24;0.00;6.62;312.52
205.30;242.70;y;0.19;0.12;-85.24;46.58;0.00;317.89
205.30;242.70;p;2.80;0.49;-38.66;0.00;2.56;317.89
207.30;244.30;y;0.21;0.02;-38.66;-73.14;0.00;320.40
207.30;244.30;p;0.66;0.04;-111.80;0.00;0.54;320.40
207.10;244.80;y;0.26;0.01;-111.80;75.77;0.00;320.65
207.10;244.80;p;1.60;0.65;-36.03;0.00;1.36;320.65
208.20;245.60;y;0.19;0.12;-36.03;-60.31;0.00;321.97
208.20;245.60;p;1.01;0.46;-96.34;0.00;0.91;321.97
208.10;246.50;y;0.05;0.00;-96.34;-1.39;0.00;322.60
208.10;246.50;p;8.31;0.07;-97.73;0.00;8.17;322.60
207.00;254.60;y;0.22;0.03;-97.73;-83.95;0.00;328.13
207.00;254.60;p;6.92;0.14;178.32;0.00;6.80;328.13
200.20;254.40;y;0.43;0.02;178.32;141.28;0.00;323.73
200.20;254.40;p;6.64;0.12;-40.40;0.00;6.17;323.73
204.90;258.40;y;0.10;0.02;-40.40;-9.79;0.00;329.78
204.90;258.40;p;0.91;0.61;-50.19;0.00;0.78;329.78
205.40;259.00;y;0.13;0.10;-50.19;-41.93;0.00;330.56
205.40;259.00;p;2.81;1.25;-92.12;0.00;2.70;330.56
205.30;261.70;y;0.07;0.00;-92.12;-4.22;0.00;332.62
205.30;261.70;p;1.01;0.85;-96.34;0.00;0.91;332.62
205.20;262.60;y;0.45;0.02;-96.34;164.77;0.00;333.27
205.20;262.60;p;4.91;0.70;68.43;0.00;4.62;333.27
206.90;258.30;y;0.10;0.01;68.43;-13.12;0.00;330.95
206.90;258.30;p;1.85;0.78;55.30;0.00;1.58;330.95
207.80;257.00;y;0.32;0.29;55.30;-109.28;0.00;330.50
207.80;257.00;p;1.60;0.23;-53.97;0.00;1.36;330.50
208.60;258.10;y;0.22;0.01;-53.97;82.58;0.00;331.86
208.60;258.10;p;1.50;0.89;28.61;0.00;1.25;331.86
209.70;257.50;y;0.15;0.10;28.61;-40.50;0.00;332.08
209.70;257.50;p;2.12;1.28;-11.89;0.00;1.94;332.08
211.60;257.90;y;0.24;0.17;-11.89;82.95;0.00;333.60
211.60;257.90;p;8.12;0.27;71.06;0.00;7.24;333.60
213.95;251.05;p;8.12;0.14;71.06;0.00;7.24;329.85
216.30;244.20;y;0.36;0.01;71.06;-116.06;0.00;326.22
216.30;244.20;p;0.53;0.00;-45.00;0.00;0.42;326.22
216.60;244.50;y;0.12;0.00;-45.00;-24.93;0.00;326.64
216.60;244.50;p;5.87;0.03;-69.93;0.00;5.54;326.64
218.50;249.70;p;5.87;0.74;-69.93;0.00;5.54;331.80
220.40;254.90;y;0.17;0.13;-69.93;-63.80;0.00;336.97
220.40;254.90;p;3.46;0.70;-133.73;0.00;3.18;336.97
218.20;257.20;y;0.26;0.09;-133.73;-86.87;0.00;337.29
218.20;257.20;p;2.04;0.13;139.40;0.00;1.84;337.29
216.80;256.00;y;0.11;0.02;139.40;19.75;0.00;335.47
216.80;256.00;p;2.44;0.77;159.15;0.00;2.25;335.47
214.70;255.20;y;0.18;0.08;159.15;39.29;0.00;333.50
214.70;255.20;p;0.43;0.25;-161.57;0.00;0.32;333.50
214.40;255.30;y;0.19;0.06;-161.57;52.42;0.00;333.38
214.40;255.30;p;6.90;0.20;-109.14;0.00;6.40;333.38
212.30;261.35;p;6.90;0.55;-109.14;0.00;6.40;336.71
210.20;267.40;y;0.15;0.10;-109.14;29.63;0.00;340.13
210.20;267.40;p;8.35;1.28;-79.51;0.00;8.24;340.13
211.70;275.50;y;0.42;0.38;-79.51;-172.71;0.00;347.44
211.70;275.50;p;5.91;0.37;107.78;0.00;5.57;347.44
210.00;270.20;y;0.05;0.00;107.78;8.22;0.00;342.21
210.00;270.20;p;5.20;1.16;116.00;0.00;4.56;342.21
208.00;266.10;y;0.31;0.26;116.00;96.15;0.00;337.75
208.00;266.10;p;4.70;0.43;-147.85;0.00;4.13;337.75
204.50;268.30;y;0.22;0.01;-147.85;-77.15;0.00;337.35
204.50;268.30;p;1.43;0.65;135.00;0.00;1.27;337.35
203.60;267.40;y;0.31;0.26;135.00;105.64;0.00;336.09
203.60;267.40;p;2.16;0.72;-119.36;0.00;1.84;336.09
202.70;269.00;y;0.34;0.29;-119.36;114.16;0.00;336.82
202.70;269.00;p;1.21;0.21;-5.19;0.00;1.10;336.82
203.80;269.10;y;0.26;0.00;-5.19;-79.37;0.00;337.56
203.80;269.10;p;8.58;0.05;-84.56;0.00;8.44;337.56
204.60;277.50;y;0.05;0.02;-84.56;-5.44;0.00;344.77
204.60;277.50;p;1.06;0.46;-90.00;0.00;0.80;344.77
204.60;278.30;y;0.23;0.18;-90.00;-82.87;0.00;345.42
204.60;278.30;p;0.91;0.13;-172.87;0.00;0.81;345.42
203.80;278.40;y;0.28;0.00;-172.87;77.94;0.00;345.02
203.80;278.40;p;8.27;0.40;-94.94;0.00;8.13;345.02
203.10;286.50;y;0.41;0.33;-94.94;156.42;0.00;351.19
203.10;286.50;p;5.96;0.04;61.48;0.00;5.24;351.19
205.60;281.90;p;5.96;0.46;61.48;0.00;5.24;348.91
208.10;277.30;y;0.33;0.26;61.48;-110.29;0.00;346.70
208.10;277.30;p;6.92;0.31;-48.81;0.00;6.38;346.70
212.30;282.10;y;0.29;0.17;-48.81;101.58;0.00;353.06
212.30;282.10;p;3.41;0.39;52.77;0.00;3.14;353.06
214.20;279.60;y;0.42;0.04;52.77;-156.80;0.00;352.22
214.20;279.60;p;0.98;0.03;-104.04;0.00;0.82;352.22
214.00;280.40;y;0.06;0.00;-104.04;1.94;0.00;352.73
214.00;280.40;p;1.60;0.20;-102.09;0.00;1.43;352.73
213.70;281.80;y;0.10;0.02;-102.09;-25.21;0.00;353.66
213.70;281.80;p;2.88;0.79;-127.30;0.00;2.64;353.66
212.10;283.90;y;0.19;0.19;-127.30;43.01;0.00;354.38
212.10;283.90;p;1.11;0.53;-84.29;0.00;1.00;354.38
212.20;284.90;y;0.18;0.02;-84.29;63.73;0.00;355.24
212.20;284.90;p;0.99;0.19;-20.56;0.00;0.85;355.24
213.00;285.20;y;0.20;0.06;-20.56;-61.31;0.00;355.96
213.00;285.20;p;0.81;0.15;-81.87;0.00;0.71;355.96
213.10;285.90;y;0.11;0.04;-81.87;-26.57;0.00;356.58
213.10;285.90;p;1.75;0.44;-108.43;0.00;1.58;356.58
212.60;287.40;y;0.16;0.15;-108.43;-46.22;0.00;357.49
212.60;287.40;p;2.45;0.39;-154.65;0.00;2.10;357.49
210.70;288.30;y;0.30;0.05;-154.65;86.90;0.00;357.09
210.70;288.30;p;6.56;0.06;-67.75;0.00;5.94;357.09
212.95;293.80;p;6.55;0.06;-67.75;0.00;5.94;362.86
215.20;299.30;y;0.10;0.00;-67.75;17.56;0.00;368.63
215.20;299.30;p;0.91;0.19;-50.19;0.00;0.78;368.63
215.70;299.90;y;0.31;0.11;-50.19;113.63;0.00;369.41
215.70;299.90;p;0.88;0.10;63.43;0.00;0.67;369.41
216.00;299.30;y;0.18;0.01;63.43;-54.25;0.00;369.10
216.00;299.30;p;5.17;0.00;9.18;0.00;5.01;369.10
220.95;298.50;p;5.17;0.63;9.18;0.00;5.01;371.38
225.90;297.70;y;0.08;0.01;9.18;15.59;0.00;373.71
225.90;297.70;p;1.70;0.79;24.78;0.00;1.43;373.71
227.20;297.10;y;0.08;0.00;24.78;10.76;0.00;374.02
227.20;297.10;p;1.05;0.21;35.54;0.00;0.86;374.02
227.90;296.60;y;0.21;0.05;35.54;72.90;0.00;374.05
227.90;296.60;p;1.09;0.33;108.43;0.00;0.95;374.05
227.60;295.70;y;0.19;0.05;108.43;-47.28;0.00;373.15
227.60;295.70;p;8.90;0.57;61.16;0.00;7.88;373.15
231.40;288.80;y;0.28;0.19;61.16;109.21;0.00;370.07
231.40;288.80;p;5.49;0.81;170.36;0.00;5.38;370.07
226.10;287.90;y;0.12;0.08;170.36;20.95;0.00;366.07
226.10;287.90;p;1.12;0.49;-168.69;0.00;1.02;366.07
225.10;288.10;y;0.18;0.01;-168.69;-64.74;0.00;365.61
225.10;288.10;p;4.35;0.79;126.57;0.00;3.86;365.61
222.80;285.00;y;0.13;0.01;126.57;-25.26;0.00;361.75
222.80;285.00;p;4.18;0.56;101.31;0.00;4.08;361.75
222.00;281.00;y;0.22;0.00;101.31;-56.31;0.00;358.11
222.00;281.00;p;0.38;0.02;45.00;0.00;0.28;358.11
222.20;280.80;y;0.13;0.02;45.00;35.26;0.00;358.08
222.20;280.80;p;5.43;0.00;80.26;0.00;5.02;358.08
223.05;275.85;p;5.43;0.20;80.26;0.00;5.02;354.75
223.90;270.90;y;0.44;0.09;80.26;-145.06;0.00;351.45
223.90;270.90;p;6.40;0.00;-64.80;0.00;5.64;351.45
226.30;276.00;p;6.40;0.23;-64.80;0.00;5.64;356.91
228.70;281.10;y;0.30;0.19;-64.80;106.43;0.00;362.38
228.70;281.10;p;1.36;0.33;41.63;0.00;1.20;362.38
229.60;280.30;y;0.16;0.07;41.63;-36.87;0.00;362.33
229.60;280.30;p;1.31;0.22;4.76;0.00;1.20;362.33
230.80;280.20;y;0.22;0.05;4.76;73.93;0.00;363.02
230.80;280.20;p;4.18;1.05;78.69;0.00;4.08;363.02
231.60;276.20;y;0.48;0.46;78.69;-168.69;0.00;360.45
231.60;276.20;p;5.06;0.20;-90.00;0.00;4.50;360.45
231.60;280.70;y;0.19;0.00;-90.00;63.43;0.00;363.91
231.60;280.70;p;0.85;0.04;-26.57;0.00;0.67;363.91
232.20;281.00;y;0.16;0.00;-26.57;-36.09;0.00;364.52
232.20;281.00;p;3.75;0.39;-62.65;0.00;3.26;364.52
233.70;283.90;y;0.07;0.04;-62.65;-12.79;0.00;367.72
233.70;283.90;p;8.40;0.41;-75.44;0.00;7.96;367.72
235.70;291.60;y;0.18;0.00;-75.44;57.00;0.00;374.95
235.70;291.60;p;1.09;0.66;-18.43;0.00;0.95;374.95
236.60;291.90;y;0.20;0.12;-18.43;-65.85;0.00;375.75
236.60;291.90;p;1.11;0.47;-84.29;0.00;1.00;375.75
236.70;292.90;y;0.07;0.02;-84.29;-5.71;0.00;376.59
236.70;292.90;p;1.00;0.10;-90.00;0.00;0.80;376.59
236.70;293.70;y;0.42;0.04;-90.00;157.07;0.00;377.21
236.70;293.70;p;3.04;0.50;67.07;0.00;2.82;377.21
237.80;291.10;y;0.15;0.06;67.07;-40.50;0.00;375.88
237.80;291.10;p;3.60;0.16;26.57;0.00;3.13;375.88
240.60;289.70;y;0.27;0.02;26.57;98.34;0.00;376.58
240.60;289.70;p;5.90;1.18;124.90;0.00;5.24;376.58
237.60;285.40;y;0.25;0.14;124.90;-76.09;0.00;371.36
237.60;285.40;p;1.22;0.83;48.81;0.00;1.06;371.36
238.30;284.60;y;0.05;0.02;48.81;9.58;0.00;371.19
238.30;284.60;p;1.80;0.24;58.39;0.00;1.53;371.19
239.10;283.30;y;0.25;0.01;58.39;-97.05;0.00;370.71
239.10;283.30;p;0.76;0.10;-38.66;0.00;0.64;370.71
239.60;283.70;y;0.13;0.04;-38.66;-27.38;0.00;371.34
239.60;283.70;p;1.20;0.36;-66.04;0.00;0.98;371.34
240.00;284.60;y;0.18;0.08;-66.04;60.33;0.00;372.29
240.00;284.60;p;1.11;0.25;-5.71;0.00;1.00;372.29
241.00;284.70;y;0.26;0.06;-5.71;86.25;0.00;373.01
241.00;284.70;p;0.72;0.06;80.54;0.00;0.61;373.01
241.10;284.10;y;0.24;0.01;80.54;81.03;0.00;372.62
241.10;284.10;p;0.76;0.09;161.57;0.00;0.63;372.62
240.50;283.90;y;0.21;0.01;161.57;-73.84;0.00;372.07
240.50;283.90;p;7.67;0.01;87.72;0.00;7.56;372.07
240.80;276.35;p;7.67;0.32;87.72;0.00;7.56;366.54
241.10;268.80;y;0.17;0.11;87.72;57.58;0.00;361.09
241.10;268.80;p;1.85;1.12;145.30;0.00;1.58;361.09
239.80;267.90;y;0.20;0.13;145.30;-50.34;0.00;359.55
239.80;267.90;p;2.42;0.93;94.97;0.00;2.31;359.55
239.60;265.60;y;0.35;0.13;94.97;119.03;0.00;357.70
239.60;265.60;p;5.85;0.21;-146.00;0.00;5.19;357.70
235.30;268.50;y;0.23;0.07;-146.00;-87.13;0.00;357.01
235.30;268.50;p;0.62;0.05;126.87;0.00;0.50;357.01
235.00;268.10;y;0.13;0.00;126.87;24.52;0.00;356.51
235.00;268.10;p;4.30;0.33;151.39;0.00;3.76;356.51
231.70;266.30;y;0.26;0.10;151.39;-80.10;0.00;352.99
231.70;266.30;p;6.94;0.34;71.29;0.00;6.55;352.99
233.80;260.10;y;0.31;0.01;71.29;-97.85;0.00;349.73
233.80;260.10;p;1.10;0.57;-26.57;0.00;0.89;349.73
234.60;260.50;y;0.27;0.20;-26.57;94.18;0.00;350.57
234.60;260.50;p;2.01;0.86;67.62;0.00;1.84;350.57
235.30;258.80;y;0.07;0.00;67.62;8.34;0.00;349.78
235.30;258.80;p;1.42;0.62;75.96;0.00;1.24;349.78
235.60;257.60;y;0.11;0.08;75.96;36.42;0.00;349.09
235.60;257.60;p;7.74;0.87;112.38;0.00;7.35;349.09
232.80;250.80;y;0.21;0.20;112.38;58.46;0.00;342.19
232.80;250.80;p;3.25;0.52;170.84;0.00;3.14;342.19
229.70;250.30;y;0.12;0.02;170.84;21.50;0.00;339.72
229.70;250.30;p;3.51;0.67;-167.66;0.00;3.28;339.72
226.50;251.00;y;0.15;0.11;-167.66;47.40;0.00;338.09
226.50;251.00;p;1.66;0.62;-120.26;0.00;1.39;338.09
225.80;252.20;y;0.39;0.22;-120.26;-149.11;0.00;338.51
225.80;252.20;p;9.21;0.75;90.63;0.00;9.10;338.51
225.70;243.10;y;0.36;0.35;90.63;-125.90;0.00;331.72
225.70;243.10;p;5.65;0.51;-35.27;0.00;5.02;331.72
229.80;246.00;y;0.32;0.01;-35.27;121.46;0.00;336.64
229.80;246.00;p;1.61;0.88;86.19;0.00;1.50;336.64
229.90;244.50;y;0.12;0.02;86.19;-19.38;0.00;335.61
229.90;244.50;p;1.68;0.93;66.80;0.00;1.52;335.61
230.50;243.10;y;0.14;0.00;66.80;-34.80;0.00;335.00
230.50;243.10;p;1.15;0.17;32.01;0.00;0.94;335.00
231.30;242.60;y;0.14;0.09;32.01;42.43;0.00;335.19
231.30;242.60;p;8.66;0.43;74.44;0.00;8.20;335.19
233.50;234.70;y;0.28;0.07;74.44;-86.97;0.00;331.07
233.50;234.70;p;1.06;0.26;-12.53;0.00;0.92;331.07
234.40;234.90;y;0.25;0.09;-12.53;-93.86;0.00;331.85
234.40;234.90;p;1.95;0.58;-106.39;0.00;1.77;331.85
233.90;236.60;y;0.24;0.14;-106.39;84.59;0.00;332.70
233.90;236.60;p;0.66;0.32;-21.80;0.00;0.54;332.70
234.40;236.80;y;0.15;0.07;-21.80;-29.35;0.00;333.19
234.40;236.80;p;4.99;0.66;-51.15;0.00;4.62;333.19
237.30;240.40;y;0.25;0.07;-51.15;-93.32;0.00;337.79
237.30;240.40;p;7.70;0.19;-144.46;0.00;6.88;337.79
231.70;244.40;y;0.16;0.04;-144.46;38.52;0.00;336.77
231.70;244.40;p;1.62;0.20;-105.95;0.00;1.46;336.77
231.30;245.80;y;0.35;0.01;-105.95;124.38;0.00;337.52
231.30;245.80;p;1.09;0.32;18.43;0.00;0.95;337.52
232.20;245.50;y;0.23;0.15;18.43;-60.30;0.00;337.92
232.20;245.50;p;5.61;0.25;-41.86;0.00;5.17;337.92
236.05;248.95;p;5.61;0.37;-41.86;0.00;5.17;343.07
239.90;252.40;y;0.26;0.21;-41.86;96.94;0.00;348.22
239.90;252.40;p;7.64;0.19;55.07;0.00;7.07;348.22
243.95;246.60;p;7.63;0.30;55.07;0.00;7.07;346.88
248.00;240.80;y;0.14;0.08;55.07;45.79;0.00;345.67
248.00;240.80;p;6.53;0.11;100.87;0.00;6.36;345.67
246.80;234.55;p;6.53;0.33;100.87;0.00;6.36;340.48
245.60;228.30;y;0.17;0.02;100.87;-38.69;0.00;335.32
245.60;228.30;p;9.22;0.32;62.18;0.00;8.14;335.32
249.40;221.10;y;0.07;0.04;62.18;19.69;0.00;333.30
249.40;221.10;p;0.81;0.27;81.87;0.00;0.71;333.30
249.50;220.40;y;0.44;0.09;81.87;-147.09;0.00;332.91
249.50;220.40;p;3.30;1.04;-65.22;0.00;2.86;332.91
250.70;223.00;y;0.07;0.07;-65.22;-8.97;0.00;335.53
250.70;223.00;p;5.85;0.96;-74.20;0.00;5.51;335.53
252.20;228.30;y;0.10;0.00;-74.20;10.02;0.00;340.18
252.20;228.30;p;7.80;0.09;-64.18;0.00;6.89;340.18
255.20;234.50;y;0.33;0.05;-64.18;132.38;0.00;346.58
255.20;234.50;p;5.14;0.32;68.20;0.00;4.85;346.58
257.00;230.00;y;0.40;0.17;68.20;-135.82;0.00;344.89
257.00;230.00;p;3.92;0.41;-67.62;0.00;3.68;344.89
258.40;233.40;y;0.29;0.22;-67.62;107.23;0.00;348.20
258.40;233.40;p;5.90;0.16;39.61;0.00;5.65;348.20
262.75;229.80;p;5.90;0.15;39.61;0.00;5.65;349.06
267.10;226.20;y;0.36;0.02;39.61;-129.61;0.00;350.01
267.10;226.20;p;0.95;0.13;-90.00;0.00;0.80;350.01
267.10;227.00;y;0.09;0.01;-90.00;12.72;0.00;350.53
267.10;227.00;p;6.72;0.62;-77.28;0.00;6.36;350.53
268.50;233.20;y;0.14;0.12;-77.28;-44.83;0.00;355.63
268.50;233.20;p;6.80;0.68;-122.11;0.00;6.02;355.63
265.30;238.30;y;0.10;0.00;-122.11;14.58;0.00;356.61
265.30;238.30;p;4.26;0.52;-107.53;0.00;3.98;356.61
264.10;242.10;y;0.16;0.04;-107.53;-52.82;0.00;358.28
264.10;242.10;p;3.20;0.14;-160.35;0.00;2.97;358.28
261.30;243.10;y;0.24;0.00;-160.35;72.03;0.00;356.90
261.30;243.10;p;6.92;0.15;-88.32;0.00;6.80;356.90
261.50;249.90;y;0.12;0.08;-88.32;-35.09;0.00;361.71
261.50;249.90;p;6.35;0.33;-123.41;0.00;5.63;361.71
258.40;254.60;y;0.31;0.07;-123.41;104.35;0.00;362.76
258.40;254.60;p;6.17;0.17;-19.06;0.00;5.82;362.76
263.90;256.50;y;0.26;0.02;-19.06;90.41;0.00;368.02
263.90;256.50;p;8.92;0.11;71.35;0.00;8.44;368.02
266.60;248.50;y;0.10;0.00;71.35;-13.82;0.00;364.46
266.60;248.50;p;7.35;0.33;57.53;0.00;6.52;364.46
270.10;243.00;y;0.08;0.00;57.53;4.71;0.00;363.32
270.10;243.00;p;2.50;1.09;62.24;0.00;2.15;363.32
271.10;241.10;y;0.42;0.39;62.24;-160.37;0.00;362.80
271.10;241.10;p;1.52;0.08;-98.13;0.00;1.41;362.80
270.90;242.50;y;0.12;0.00;-98.13;15.46;0.00;363.58
270.90;242.50;p;7.19;0.01;-82.67;0.00;7.06;363.58
271.80;249.50;p;7.19;0.40;-82.67;0.00;7.06;368.95
272.70;256.50;y;0.09;0.05;-82.67;17.69;0.00;374.38
272.70;256.50;p;3.80;0.74;-64.98;0.00;3.31;374.38
274.10;259.50;y;0.28;0.25;-64.98;-119.59;0.00;377.45
274.10;259.50;p;2.62;0.30;175.43;0.00;2.51;377.45
271.60;259.30;y;0.27;0.04;175.43;82.53;0.00;375.50
271.60;259.30;p;8.08;0.69;-102.04;0.00;7.67;375.50
270.00;266.80;y;0.05;0.00;-102.04;-3.90;0.00;379.58
270.00;266.80;p;1.62;0.70;-105.95;0.00;1.46;379.58
269.60;268.20;y;0.30;0.01;-105.95;105.95;0.00;380.28
269.60;268.20;p;0.56;0.01;0.00;0.00;0.40;380.28
270.00;268.20;y;0.25;0.00;0.00;-90.00;0.00;380.57
270.00;268.20;p;0.94;0.08;-90.00;0.00;0.70;380.57
270.00;268.90;y;0.07;0.02;-90.00;-8.62;0.00;381.06
270.00;268.90;p;6.80;0.37;-98.62;0.00;6.68;381.06
269.00;275.50;y;0.31;0.02;-98.62;-121.19;0.00;385.05
269.00;275.50;p;0.91;0.23;140.19;0.00;0.78;385.05
268.40;275.00;y;0.37;0.23;140.19;122.68;0.00;384.27
268.40;275.00;p;0.92;0.08;-97.13;0.00;0.81;384.27
268.30;275.80;y;0.09;0.01;-97.13;2.36;0.00;384.77
268.30;275.80;p;2.54;0.26;-94.76;0.00;2.41;384.77
268.10;278.20;y;0.09;0.05;-94.76;14.23;0.00;386.36
268.10;278.20;p;1.93;0.40;-80.54;0.00;1.82;386.36
268.40;280.00;y;0.30;0.01;-80.54;-110.77;0.00;387.86
268.40;280.00;p;4.69;0.84;168.69;0.00;4.59;387.86
263.90;279.10;y;0.14;0.13;168.69;-44.07;0.00;384.11
263.90;279.10;p;5.75;0.58;124.62;0.00;5.10;384.11
261.00;274.90;y;0.38;0.03;124.62;145.38;0.00;379.07
261.00;274.90;p;0.88;0.06;-90.00;0.00;0.60;379.07
261.00;274.30;y;0.34;0.00;-90.00;-135.00;0.00;378.63
261.00;274.30;p;0.53;0.01;135.00;0.00;0.42;378.63
260.70;274.00;y;0.28;0.00;135.00;105.26;0.00;378.21
260.70;274.00;p;1.00;0.04;-119.74;0.00;0.81;378.21
260.30;274.70;y;0.21;0.05;-119.74;-71.57;0.00;378.44
260.30;274.70;p;0.61;0.01;168.69;0.00;0.51;378.44
259.80;274.60;y;0.22;0.00;168.69;-71.57;0.00;378.02
259.80;274.60;p;0.92;0.05;97.13;0.00;0.81;378.02
259.70;273.80;y;0.15;0.00;97.13;-24.91;0.00;377.37
259.70;273.80;p;5.91;0.47;72.22;0.00;5.57;377.37
261.40;268.50;y;0.36;0.26;72.22;132.46;0.00;374.73
261.40;268.50;p;4.65;0.68;-155.32;0.00;4.07;374.73
257.70;270.20;y;0.22;0.17;-155.32;-85.32;0.00;373.39
257.70;270.20;p;6.28;0.56;119.36;0.00;5.51;373.39
255.00;265.40;y;0.23;0.09;119.36;65.84;0.00;368.05
255.00;265.40;p;1.21;0.39;-174.81;0.00;1.10;368.05
253.90;265.50;y;0.19;0.05;-174.81;47.94;0.00;367.36
253.90;265.50;p;7.88;0.19;-126.87;0.00;7.00;367.36
249.70;271.10;y;0.07;0.00;-126.87;7.07;0.00;368.57
249.70;271.10;p;7.14;0.06;-119.80;0.00;6.74;368.57
246.35;276.95;p;7.18;0.07;-119.80;0.00;6.74;370.66
243.00;282.80;y;0.19;0.00;-119.80;49.05;0.00;372.86
243.00;282.80;p;7.06;0.20;-70.75;0.00;6.67;372.86
245.20;289.10;y;0.34;0.14;-70.75;118.48;0.00;379.08
245.20;289.10;p;7.98;0.19;47.73;0.00;7.43;379.08
250.20;283.60;y;0.21;0.09;47.73;82.87;0.00;378.19
250.20;283.60;p;1.06;0.35;130.60;0.00;0.92;378.19
249.60;282.90;y;0.22;0.05;130.60;-63.80;0.00;377.27
249.60;282.90;p;1.68;0.71;66.80;0.00;1.52;377.27
250.20;281.50;y;0.09;0.01;66.80;27.28;0.00;376.62
250.20;281.50;p;1.51;0.73;94.09;0.00;1.40;376.62
250.10;280.10;y;0.18;0.05;94.09;-50.52;0.00;375.51
250.10;280.10;p;6.09;0.92;43.57;0.00;5.66;375.51
254.20;276.20;y;0.15;0.09;43.57;39.00;0.00;375.37
254.20;276.20;p;2.43;0.78;82.57;0.00;2.32;375.37
254.50;273.90;y;0.06;0.00;82.57;-2.87;0.00;373.89
254.50;273.90;p;1.22;0.29;79.70;0.00;1.12;373.89
254.70;272.80;y;0.09;0.00;79.70;-14.47;0.00;373.22
254.70;272.80;p;1.70;0.40;65.22;0.00;1.43;373.22
255.30;271.50;y;0.20;0.03;65.22;-51.19;0.00;372.68
255.30;271.50;p;0.96;0.64;14.04;0.00;0.82;372.68
256.10;271.30;y;0.27;0.20;14.04;-96.37;0.00;373.08
256.10;271.30;p;5.37;0.41;-82.33;0.00;5.25;373.08
256.80;276.50;y;0.13;0.04;-82.33;24.34;0.00;377.36
256.80;276.50;p;1.16;0.49;-57.99;0.00;0.94;377.36
257.30;277.30;y;0.16;0.10;-57.99;-58.57;0.00;378.28
257.30;277.30;p;1.66;0.75;-116.57;0.00;1.34;378.28
256.70;278.50;y;0.36;0.30;-116.57;-130.24;0.00;378.76
256.70;278.50;p;0.89;0.08;113.20;0.00;0.76;378.76
256.40;277.80;y;0.20;0.00;113.20;55.49;0.00;378.04
256.40;277.80;p;0.61;0.10;168.69;0.00;0.51;378.04
255.90;277.70;y;0.28;0.02;168.69;101.31;0.00;377.63
255.90;277.70;p;0.45;0.00;-90.00;0.00;0.30;377.63
255.90;278.00;y;0.05;0.00;-90.00;-5.16;0.00;377.85
255.90;278.00;p;6.78;0.00;-95.16;0.00;6.68;377.85
255.30;284.65;p;6.78;0.43;-95.16;0.00;6.68;382.37
254.70;291.30;y;0.30;0.09;-95.16;-103.28;0.00;386.95
254.70;291.30;p;0.76;0.29;161.57;0.00;0.63;386.95
254.10;291.10;y;0.21;0.13;161.57;59.04;0.00;386.40
